id,sequence,task,choices,response,response_type,domain,task_original,choices_original
ELSFXS,14,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
CTMWZM,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
ELSFXS,15,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
HPTKUE,5,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
TQWQIM,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
LYDHGN,1,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
YDFFNP,8,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
SEGQEW,8,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
BQCPBP,6,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
HPTKUE,6,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
LPLPCG,6,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
PMESOF,1,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
YDFFNP,9,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
LPLPCG,7,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
TAAKSL,8,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
TQWQIM,6,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
XJHHIS,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
LPLPCG,8,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
PMESOF,2,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
UKUKHQ,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
UKUKHQ,1,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
TAAKSL,9,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
PMESOF,3,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
YDFFNP,11,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
UKUKHQ,6,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
PMESOF,4,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
TAAKSL,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
UKUKHQ,7,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
CTMWZM,13,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
TQWQIM,7,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
LPLPCG,9,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
PMESOF,5,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
HPTKUE,9,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
YDFFNP,12,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
UKUKHQ,12,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
TAAKSL,11,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
LPLPCG,10,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
YDFFNP,13,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
PMESOF,7,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
HPTKUE,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
PMESOF,8,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
TAAKSL,12,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
YDFFNP,14,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
PMESOF,9,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
PCMEDH,0,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
XJHHIS,6,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
LPLPCG,11,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
PMESOF,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
HCTJTZ,0,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
CTMWZM,15,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
TAAKSL,13,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
ITPDTB,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
PMESOF,13,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
YDFFNP,15,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
TQWQIM,10,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
XJHHIS,7,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
TQWQIM,11,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
LYDHGN,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
LPLPCG,12,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
ITPDTB,1,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
ENYFOZ,3,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
XJHHIS,8,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
PCMEDH,3,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
LPLPCG,13,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
ENYFOZ,4,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
HCTJTZ,2,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
XJHHIS,9,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
LPLPCG,14,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
ITPDTB,3,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
BQCPBP,8,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
TQWQIM,14,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
XJHHIS,10,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
HPTKUE,14,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
SEGQEW,10,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
ITPDTB,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
XJHHIS,11,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
TQWQIM,15,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
BQCPBP,9,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
LYDHGN,7,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
LPLPCG,15,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
ITPDTB,6,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
HCTJTZ,3,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
SEGQEW,11,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
ENYFOZ,0,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
HPTKUE,15,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
PCMEDH,6,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
HCTJTZ,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
ENYFOZ,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
XJHHIS,12,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
ENYFOZ,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
ABYNZM,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
ITPDTB,9,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
XJHHIS,13,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
ABYNZM,1,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
PCMEDH,9,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
SEGQEW,14,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
ITPDTB,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
HCTJTZ,5,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
MSMNYL,1,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
ABYNZM,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
ENYFOZ,4,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
LYDHGN,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
MSMNYL,2,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
ABYNZM,3,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
ITPDTB,12,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
PCMEDH,13,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
MSMNYL,3,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
BQCPBP,12,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
LYDHGN,11,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
ITPDTB,13,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
PCMEDH,14,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
MSMNYL,4,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
ITPDTB,14,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
HCTJTZ,7,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
RJOUYM,2,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
ENYFOZ,9,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
LYDHGN,12,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
MSMNYL,5,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
RJOUYM,5,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
RJOUYM,6,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
ABYNZM,12,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
RJOUYM,10,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
BQCPBP,15,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
RJOUYM,11,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
RJOUYM,12,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
ABYNZM,13,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
RJOUYM,15,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
ABYNZM,14,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
ABYNZM,15,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
ZVUDPM,2,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
ENYFOZ,13,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
ZVUDPM,3,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
LYDHGN,14,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
ENYFOZ,14,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
MSMNYL,9,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
ZVUDPM,5,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
MSMNYL,10,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
HCTJTZ,11,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
MSMNYL,11,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
ZVUDPM,9,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
HCTJTZ,12,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
MSMNYL,12,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
ZVUDPM,11,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
ZVUDPM,13,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
MSMNYL,13,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
ZVUDPM,14,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
MSMNYL,14,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
HCTJTZ,14,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
MSMNYL,15,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
NYYAIK,0,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
GREYJU,0,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
GREYJU,6,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
GREYJU,7,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
GREYJU,8,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
NYYAIK,7,or;not;possible;A;not;possible;B,not;possible;or;A;B,True,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
GREYJU,11,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
NYYAIK,10,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
GREYJU,13,not;possible;and;A;B,and;not;possible;A;not;possible;B,True,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
GREYJU,14,and;possible;A;possible;B,possible;and;A;B,True,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
GREYJU,15,or;possible;A;possible;B,possible;and;A;B,True,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
